admin_description,area_code,weekly_payment_gross,weekly_payment_gross_CV,weekly_payment_excluding,weekly_payment_excluding_CV,weekly_payment_basic,weekly_payment_basic_CV,overtime_payment,overtime_payment_CV,hourly_payment,hourly_payment_CV,hourly_payment_excluding,hourly_payment_excluding_CV,annual_payment_gross,annual_payment_gross_CV,annual_payment_incentive,annual_payment_incentive_CV,hours_worked_total,hours_worked_total_CV,hours_worked_basic,hours_worked_basic_CV,hours_worked_overtime,hours_worked_overtime_CV
pca10:Tewkesbury,E14000990,550.9,7.2,513.4,7.8,509.8,7.9,,,14.09,7.8,13.99,7.7,30.001,7.5,,,37.5,0.4,37.5,0.3,,
pca10:The Cotswolds,E14000991,486.6,9.9,472.6,8.8,464.6,8.6,,,12.48,8.6,12.48,9.0,25.909,12.0,,,37.8,1.3,37.5,1.3,,
pca10:Thornbury and Yate,E14000994,487.6,6.3,458.6,5.3,430.7,5.8,,,12.26,6.4,12.15,5.3,25.174,8.1,,,37.5,1.7,37.2,0.3,,
pca10:Tiverton and Honiton,E14000996,457.8,7.1,438.7,6.6,436.7,6.8,,,11.10,7.2,11.05,6.9,23.732,8.3,,,39.8,1.6,38.9,1.9,,
pca10:Torbay,E14000999,412.0,6.1,399.8,6.5,395.7,7.1,,,10.46,6.8,10.46,6.8,21.762,7.8,,,37.5,1.6,37.5,0.5,,
pca10:Torridge and West Devon,E14001000,412.2,8.0,402.7,6.5,396.1,6.0,,,10.51,6.5,10.44,6.6,22.883,9.7,,,38.1,1.7,37.5,1.1,,
pca10:Totnes,E14001001,462.7,9.0,455.0,8.6,455.0,8.6,,,11.51,10.0,11.37,9.5,23.061,11.0,,,37.8,2.0,37.5,2.0,,
pca10:Truro and Falmouth,E14001003,447.4,5.6,430.1,5.8,414.1,6.4,,,11.64,7.1,11.62,6.9,22.524,9.7,,,37.5,1.7,37.5,0.6,,
pca10:Wells,E14001026,463.2,9.0,437.3,9.1,414.0,7.6,,,11.25,9.2,11.00,8.8,23.687,9.8,,,37.6,1.1,37.5,1.0,,
pca10:West Dorset,E14001031,503.2,8.0,494.1,7.0,477.4,5.6,,,13.44,7.8,13.38,8.0,27.670,9.3,,,37.5,0.7,37.5,0.3,,
pca10:WestonSuperMare,E14001038,491.3,7.3,479.2,6.8,472.1,6.4,,,12.76,7.6,12.69,7.3,25.937,9.2,,,37.5,1.9,37.5,0.4,,
pca10:Yeovil,E14001060,473.0,5.1,446.4,4.6,438.3,5.0,,,11.61,5.5,11.51,5.6,25.095,5.8,,,38.7,1.7,37.5,0.8,,
pca10:Ynys Mon,W07000041,446.7,5.7,442.8,6.5,422.0,7.2,,,11.70,6.7,11.65,6.6,23.076,7.5,,,38.1,2.0,37.5,1.4,,
pca10:Delyn,W07000042,543.9,7.9,534.2,8.8,478.1,7.8,,,13.40,9.5,13.31,9.8,26.167,7.5,,,37.5,1.9,37.0,0.4,,
pca10:Alyn and Deeside,W07000043,457.5,8.0,444.1,7.4,426.6,6.1,,,11.48,8.7,11.45,8.3,25.011,8.1,,,37.8,1.4,37.5,1.0,,
pca10:Wrexham,W07000044,492.3,5.5,474.7,6.7,444.2,6.5,,,12.34,7.2,12.21,7.4,24.696,9.9,,,37.7,1.4,37.5,1.1,,
pca10:Llanelli,W07000045,494.3,9.1,445.5,11.0,439.5,9.2,,,11.50,10.0,11.31,11.0,25.065,14.0,,,39.1,1.6,38.0,1.0,,
pca10:Gower,W07000046,499.1,6.4,496.6,5.7,472.0,6.4,,,13.44,8.2,13.55,8.1,25.900,9.3,,,37.5,0.5,37.0,0.4,,
pca10:Swansea West,W07000047,496.3,9.3,456.6,10.0,454.4,11.0,,,12.24,9.9,12.24,10.0,24.615,13.0,,,37.5,1.3,37.5,0.3,,
pca10:Swansea East,W07000048,432.2,9.5,419.5,7.5,412.9,5.9,,,11.04,8.0,11.06,7.8,22.180,11.0,,,38.0,1.6,37.5,0.9,,
pca10:Aberavon,W07000049,432.1,11.0,416.8,9.0,404.8,7.2,,,11.25,7.7,11.25,7.6,22.677,15.0,,,37.5,0.9,37.0,0.4,,
pca10:Cardiff Central,W07000050,519.3,9.0,499.5,8.6,488.9,9.0,,,13.04,9.2,12.97,9.1,27.896,11.0,,,37.1,0.4,37.0,0.4,,
pca10:Cardiff North,W07000051,555.9,5.0,550.0,5.7,537.9,6.1,,,14.84,5.0,14.83,5.2,28.554,6.9,,,37.4,0.3,37.0,0.4,,
pca10:Rhondda,W07000052,448.3,7.6,426.5,7.5,395.7,7.2,,,11.27,8.1,11.27,7.9,21.774,7.5,,,37.5,1.7,37.4,0.3,,
pca10:Torfaen,W07000053,445.4,7.1,430.2,5.3,411.7,5.6,,,11.28,6.9,11.26,5.8,22.673,19.0,,,37.5,1.5,37.5,0.3,,
pca10:Monmouth,W07000054,529.4,7.6,518.9,7.9,512.1,8.7,,,14.11,8.9,14.12,9.1,,,,,37.5,0.3,37.0,0.4,,
pca10:Newport East,W07000055,471.1,7.5,457.4,6.6,437.7,5.2,,,12.10,7.4,12.01,7.4,24.430,7.5,,,37.5,1.7,37.4,0.3,,
pca10:Newport West,W07000056,487.8,8.7,466.0,7.7,413.7,6.8,,,12.31,7.4,12.06,8.1,24.250,9.4,,,37.5,1.3,37.5,0.7,,
pca10:Arfon,W07000057,502.8,12.0,487.8,13.0,469.8,12.0,,,12.73,14.0,12.73,14.0,28.456,18.0,,,37.5,1.0,37.0,0.9,,
pca10:Aberconwy,W07000058,462.6,11.0,431.5,13.0,420.2,14.0,,,11.79,13.0,11.79,13.0,25.968,13.0,,,37.5,0.8,37.5,0.3,,
pca10:Clwyd West,W07000059,490.9,8.9,490.4,9.5,478.9,8.6,,,12.28,12.0,12.28,12.0,26.286,9.4,,,37.5,1.9,37.5,0.7,,
pca10:Vale of Clwyd,W07000060,433.0,6.7,414.4,7.4,393.2,8.2,,,11.12,9.1,10.51,10.0,22.088,10.0,,,37.5,1.3,37.0,0.4,,
pca10:Dwyfor Meirionnydd,W07000061,392.4,9.3,381.2,8.8,381.2,8.3,,,9.78,8.9,9.78,9.2,22.000,15.0,,,37.3,2.7,37.0,2.2,,
pca10:Clwyd South,W07000062,478.5,6.4,452.1,7.5,438.9,8.1,,,12.26,7.1,12.19,8.2,25.347,7.8,,,38.5,1.7,37.5,1.0,,
pca10:Montgomeryshire,W07000063,403.6,9.4,389.3,9.8,375.1,9.1,,,9.81,9.8,9.65,8.2,20.447,11.0,,,39.5,2.3,38.8,1.6,,
pca10:Ceredigion,W07000064,433.5,9.9,425.5,8.7,401.3,8.4,,,10.46,9.8,10.46,9.9,22.822,11.0,,,37.5,1.4,37.2,0.6,,
pca10:Preseli Pembrokeshire,W07000065,483.8,8.0,467.1,8.8,456.8,9.1,,,12.17,11.0,12.17,11.0,24.032,13.0,,,37.5,1.1,37.5,1.1,,
pca10:Carmarthen West and South Pembrokeshire,W07000066,444.4,8.3,432.9,8.8,422.4,9.3,,,11.19,7.7,11.14,7.8,22.603,8.6,,,37.5,1.9,37.5,1.0,,
pca10:Carmarthen East and Dinefwr,W07000067,514.5,8.1,494.9,9.2,466.1,9.2,,,13.33,7.5,13.27,7.5,26.567,9.4,,,37.5,1.9,37.5,2.0,,
pca10:Brecon and Radnorshire,W07000068,440.6,8.7,399.8,9.2,399.5,8.7,,,10.46,9.6,10.46,9.9,22.104,12.0,,,37.5,1.5,37.4,1.1,,
pca10:Neath,W07000069,458.9,8.2,438.1,7.5,422.9,5.9,,,11.37,7.8,11.40,7.3,23.682,14.0,,,37.5,1.2,37.5,0.3,,
pca10:Cynon Valley,W07000070,485.4,7.6,454.4,8.5,433.1,8.5,,,11.82,7.3,11.67,7.6,24.662,10.0,,,37.5,1.4,37.4,0.6,,
pca10:Merthyr Tydfil and Rhymney,W07000071,417.7,5.5,399.8,5.6,392.9,4.8,,,10.76,6.3,10.74,6.2,21.298,7.4,,,37.5,1.2,37.5,0.3,,
pca10:Blaenau Gwent,W07000072,404.4,7.0,390.5,5.9,371.0,6.0,,,10.31,6.9,10.13,6.1,,,,,38.4,1.7,37.5,1.3,,
pca10:Bridgend,W07000073,493.1,6.1,483.0,5.9,460.6,6.6,,,12.73,7.1,12.73,7.3,25.244,15.0,,,37.5,0.5,37.4,0.3,,
pca10:Ogmore,W07000074,421.6,8.5,410.3,8.3,402.2,6.8,,,10.83,10.0,10.69,8.4,23.160,9.6,,,37.5,1.2,37.5,0.7,,
pca10:Pontypridd,W07000075,504.0,6.3,473.5,6.5,460.8,6.7,,,12.94,6.2,12.83,6.2,25.016,7.3,,,37.5,0.6,37.5,0.3,,
pca10:Caerphilly,W07000076,470.2,6.6,453.8,7.3,441.2,7.5,,,12.12,6.7,12.08,7.0,23.768,7.3,,,37.5,1.7,37.5,0.4,,
pca10:Islwyn,W07000077,477.9,7.9,448.7,8.5,434.0,8.8,,,11.56,9.1,11.39,8.3,25.117,7.9,,,37.5,1.4,37.5,0.6,,
pca10:Vale of Glamorgan,W07000078,506.6,9.0,460.5,8.4,441.3,9.8,,,12.52,9.5,12.45,8.6,24.808,12.0,,,37.5,1.7,37.5,0.6,,
pca10:Cardiff West,W07000079,480.3,8.6,464.8,9.5,446.5,9.5,,,12.63,11.0,12.56,11.0,25.016,9.5,,,37.1,0.4,37.0,0.4,,
pca10:Cardiff South and Penarth,W07000080,470.0,7.5,464.8,5.6,458.6,5.9,,,12.52,6.8,12.49,7.0,27.626,7.3,,,37.5,1.7,37.5,0.3,,
pca10:Aberdeen North,S14000001,526.0,5.6,506.7,5.3,494.2,5.1,,,13.34,6.2,13.07,6.1,26.856,9.5,,,37.8,1.1,37.5,1.0,,
pca10:Aberdeen South,S14000002,581.5,6.6,550.8,5.3,541.3,4.9,,,14.62,6.6,14.39,6.6,29.176,8.4,,,37.5,0.4,37.5,0.1,,
pca10:Airdrie and Shotts,S14000003,489.6,5.3,454.4,6.5,441.0,6.5,,,12.35,6.7,12.05,7.1,25.255,8.4,,,37.5,1.3,37.5,0.7,,
pca10:Angus,S14000004,458.5,7.1,426.6,6.6,409.0,7.6,,,11.10,6.6,11.10,6.7,22.895,9.4,,,38.0,1.9,37.5,1.4,,
pca10:Argyll and Bute,S14000005,461.0,7.9,451.5,6.6,450.6,6.9,,,11.77,8.1,11.75,7.9,24.468,14.0,,,37.1,0.5,37.0,0.4,,
pca10:Ayr. Carrick and Cumnock,S14000006,496.8,8.4,479.1,8.0,475.3,7.0,,,13.19,7.7,13.09,7.9,27.619,13.0,,,37.5,1.3,37.0,0.4,,
pca10:Banff and Buchan,S14000007,513.8,7.1,449.7,7.4,440.9,6.2,,,12.16,8.6,11.60,7.8,26.106,13.0,,,40.0,1.7,38.3,1.7,,
pca10:Berwickshire. Roxburgh and Selkirk,S14000008,492.3,6.5,458.1,5.8,434.9,5.9,,,11.91,5.4,11.90,5.3,24.348,9.0,,,37.5,1.4,37.5,1.4,,
pca10:Caithness. Sutherland and Easter Ross,S14000009,451.6,8.1,444.3,6.8,433.5,6.4,,,11.72,6.4,11.72,6.3,22.920,9.0,,,37.5,1.3,37.3,0.4,,
pca10:Central Ayrshire,S14000010,512.5,6.8,478.7,6.5,450.9,5.7,,,12.83,6.8,12.78,6.6,27.264,7.1,,,37.5,1.4,37.0,0.8,5.5,18.0
pca10:Coatbridge. Chryston and Bellshill,S14000011,483.6,5.5,451.9,5.9,433.4,4.1,,,12.16,4.7,11.99,4.8,25.511,7.5,,,37.5,1.5,37.4,0.3,,
pca10:Cumbernauld. Kilsyth and Kirkintilloch East,S14000012,524.4,6.6,472.0,6.8,459.2,6.9,,,12.80,6.6,12.68,6.0,26.474,7.8,,,37.9,1.1,37.5,1.0,,
pca10:Dumfries and Galloway,S14000013,437.0,6.7,426.6,6.5,421.7,6.7,,,10.89,8.3,10.89,7.4,,,,,38.8,1.5,37.5,1.4,,
pca10:Dumfriesshire. Clydesdale and Tweeddale,S14000014,488.6,7.5,441.0,6.7,438.2,7.3,,,11.92,8.3,11.70,8.4,25.492,8.5,,,38.0,1.7,37.5,0.9,,
pca10:Dundee East,S14000015,455.8,7.6,435.7,7.2,416.2,6.8,,,11.98,6.7,11.84,7.1,22.966,10.0,,,37.0,0.4,37.0,0.9,,
pca10:Dundee West,S14000016,488.4,6.1,468.4,6.3,438.3,6.7,,,12.60,5.4,12.37,5.1,25.974,9.5,,,37.5,1.3,37.0,0.4,,
pca10:Dunfermline and West Fife,S14000017,503.4,6.4,492.2,6.1,479.1,5.4,,,13.34,4.7,13.21,4.8,27.167,5.6,,,37.5,0.7,37.0,0.9,,
pca10:East Dunbartonshire,S14000018,596.7,5.5,586.9,7.1,581.4,6.7,,,16.12,7.3,16.12,7.2,31.272,10.0,,,37.0,1.7,37.0,1.7,,
pca10:East Kilbride. Strathaven and Lesmahagow,S14000019,537.2,6.0,529.1,6.3,502.5,6.2,,,13.45,7.6,13.36,7.4,27.573,7.7,,,37.9,1.1,37.5,0.7,,
pca10:East Lothian,S14000020,544.5,6.4,512.1,5.7,498.6,6.2,,,13.72,5.9,13.54,6.1,28.000,6.7,,,37.5,1.1,37.4,0.4,,
pca10:East Renfrewshire,S14000021,614.6,6.8,591.4,8.0,583.5,7.6,,,16.40,8.2,16.40,8.4,31.250,8.6,,,37.4,0.5,37.0,1.0,,
pca10:Edinburgh East,S14000022,529.5,5.9,515.4,7.2,500.9,7.3,,,13.68,7.6,13.68,7.6,28.283,10.0,,,37.0,1.0,36.2,1.0,,
pca10:Edinburgh North and Leith,S14000023,574.9,7.8,574.2,7.3,561.1,7.2,,,15.50,8.1,15.50,7.9,31.473,12.0,,,37.4,1.0,37.0,1.0,,
pca10:Edinburgh South,S14000024,621.0,6.8,613.0,6.8,595.3,6.6,,,17.18,6.8,17.18,6.9,32.887,7.4,,,36.1,1.7,36.0,1.7,,
pca10:Edinburgh South West,S14000025,503.2,6.8,482.3,6.6,469.2,5.8,,,13.04,7.0,13.03,7.1,27.178,16.0,,,37.5,0.3,37.4,0.3,,
pca10:Edinburgh West,S14000026,556.1,6.5,524.6,7.5,512.8,7.1,,,13.73,7.6,13.74,7.4,29.697,16.0,,,37.2,0.5,37.0,0.8,,
pca10:Falkirk,S14000028,492.8,5.4,456.1,5.1,442.5,5.3,,,12.37,5.5,12.48,5.4,25.872,7.9,,,37.5,0.5,37.4,0.3,,
pca10:Glasgow Central,S14000029,501.9,8.4,495.0,7.9,493.7,8.1,,,13.19,9.9,13.17,11.0,25.147,11.0,,,37.0,1.6,36.9,1.7,,
pca10:Glasgow East,S14000030,443.5,6.2,427.4,5.6,406.4,7.3,,,11.18,8.0,11.19,8.2,23.349,7.2,,,37.8,1.1,37.5,0.7,,
pca10:Glasgow North,S14000031,545.6,7.9,543.0,7.5,521.9,7.3,,,15.23,7.4,15.23,7.6,26.030,11.0,,,36.2,1.7,36.0,1.7,,
pca10:Glasgow North East,S14000032,434.6,6.1,419.2,6.2,400.5,7.2,,,11.02,6.2,10.97,6.2,23.158,7.9,,,37.5,0.7,37.5,0.7,,
pca10:Glasgow North West,S14000033,555.6,6.9,554.1,5.9,526.8,6.2,,,14.58,6.1,14.50,5.9,29.293,10.0,,,37.2,1.2,37.0,1.7,,
pca10:Glasgow South,S14000034,510.3,6.5,489.7,6.8,478.7,7.5,,,13.15,7.7,13.15,7.8,25.387,15.0,,,37.5,0.6,37.5,0.6,,
pca10:Glasgow South West,S14000035,441.2,5.5,430.9,5.3,409.7,6.6,,,11.90,6.5,11.83,6.3,23.634,8.1,,,37.5,0.7,37.5,0.7,,
pca10:Glenrothes,S14000036,448.8,5.1,428.1,5.9,407.9,6.0,,,11.53,5.7,11.32,5.7,22.852,7.2,,,37.5,1.4,37.5,1.0,,
pca10:Gordon,S14000037,578.6,6.7,551.3,7.1,513.6,5.6,,,14.14,8.4,14.00,8.9,31.189,7.4,,,37.9,1.7,37.5,1.6,,
pca10:Inverclyde,S14000038,489.1,8.8,469.8,7.3,457.4,8.5,,,12.69,7.7,12.55,7.1,25.436,8.8,,,37.5,1.4,37.0,0.3,3.3,20.0
pca10:Inverness. Nairn. Badenoch and Strathspey,S14000039,478.5,4.3,458.6,4.7,447.8,4.9,,,12.24,5.9,12.20,5.8,25.030,8.7,,,37.5,1.0,37.5,0.6,,
pca10:Kilmarnock and Loudoun,S14000040,528.5,6.3,523.2,7.1,491.5,7.7,,,14.05,6.4,13.96,6.8,27.285,8.2,,,37.5,1.1,37.5,0.5,,
pca10:Kirkcaldy and Cowdenbeath,S14000041,510.1,6.2,463.6,5.8,447.1,6.6,,,12.45,6.8,12.41,6.7,26.976,8.9,,,37.5,0.7,37.0,1.0,,
pca10:Lanark and Hamilton East,S14000042,526.2,6.4,505.1,6.7,488.1,7.4,,,13.50,7.2,13.39,7.3,27.362,6.6,,,37.4,0.4,37.0,1.0,,
pca10:Linlithgow and East Falkirk,S14000043,521.0,5.1,473.8,5.8,462.6,5.4,64.4,20.0,12.88,6.3,12.77,6.3,26.885,8.6,,,37.6,1.0,37.5,0.3,,
pca10:Livingston,S14000044,481.8,5.4,454.6,5.0,437.8,4.2,,,12.30,4.6,12.05,4.3,24.613,6.9,,,37.6,1.0,37.5,0.1,3.8,18.0
pca10:Midlothian,S14000045,483.4,5.8,473.4,5.3,437.7,5.4,,,12.72,6.5,12.69,5.3,23.839,7.9,,,37.4,0.8,37.0,1.0,,
pca10:Moray,S14000046,444.0,10.0,413.9,7.3,405.8,7.6,,,10.89,6.7,11.16,6.8,23.697,9.6,,,38.0,1.7,37.5,1.4,,
pca10:Motherwell and Wishaw,S14000047,507.6,7.1,493.4,6.5,479.8,6.4,,,13.09,7.5,12.96,7.6,24.789,9.2,,,37.5,0.5,37.4,0.3,,
pca10:Na hEileanan An Iar,S14000027,508.8,11.0,466.6,12.0,445.5,13.0,,,12.58,11.0,12.56,11.0,24.401,12.0,,,37.0,1.7,37.0,1.7,,
pca10:North Ayrshire and Arran,S14000048,501.7,7.4,463.4,7.0,453.1,5.6,,,12.61,7.2,12.46,7.0,27.108,7.6,,,37.5,1.4,37.0,0.5,,
pca10:North East Fife,S14000049,484.3,8.5,483.1,7.5,472.7,6.4,,,13.02,7.9,13.02,7.3,25.863,8.8,,,37.0,1.3,37.0,1.0,,
pca10:Ochil and South Perthshire,S14000050,469.9,6.4,452.6,6.0,450.4,5.8,,,12.29,6.8,12.12,6.9,24.403,9.1,,,37.5,0.6,37.5,0.7,,
pca10:Orkney and Shetland,S14000051,546.7,9.7,509.8,8.9,504.9,9.8,,,13.83,8.4,13.69,8.3,28.903,9.4,,,37.4,1.4,37.0,0.5,,
pca10:Paisley and Renfrewshire North,S14000052,527.6,8.3,507.1,7.3,497.1,7.1,,,13.68,7.8,13.69,7.8,29.313,9.2,,,37.5,0.6,37.5,0.3,,
pca10:Paisley and Renfrewshire South,S14000053,507.4,6.9,470.3,7.2,453.8,7.4,,,12.87,7.2,12.45,7.5,27.631,8.2,,,37.5,1.5,37.0,0.4,,
pca10:Perth and North Perthshire,S14000054,479.4,7.9,436.9,7.3,434.5,7.2,,,11.85,6.8,11.65,6.3,24.985,12.0,,,37.5,1.2,37.5,1.4,,
pca10:Ross. Skye and Lochaber,S14000055,503.4,7.8,459.5,8.6,456.3,8.3,,,12.69,8.7,12.20,9.5,25.793,15.0,,,39.5,1.6,37.5,1.7,4.1,20.0
pca10:Rutherglen and Hamilton West,S14000056,497.6,6.7,472.9,8.0,462.0,6.7,,,13.16,7.9,13.14,7.5,24.672,7.5,,,37.5,0.9,37.0,0.9,,
pca10:Stirling,S14000057,517.6,6.9,501.0,6.9,495.9,7.6,,,13.27,6.6,13.16,6.5,27.752,16.0,,,37.5,1.8,37.0,1.1,,
pca10:West Aberdeenshire and Kincardine,S14000058,604.8,8.1,574.9,6.9,551.4,7.5,,,15.00,9.3,14.79,9.8,32.570,8.7,,,37.5,0.9,37.5,0.2,,
pca10:West Dunbartonshire,S14000059,498.8,6.4,478.0,7.0,469.0,6.4,,,12.96,6.2,12.72,6.1,,,,,37.5,1.4,37.2,0.4,,
gor:North East,E12000001,472.2,1.2,454.4,1.2,431.9,1.3,54.6,7.3,12.15,1.1,11.99,1.1,24.234,1.7,984,9.7,37.5,0.3,37.5,0.0,3.7,6.8
gor:North West,E12000002,483.3,0.7,466.3,0.9,448.9,0.9,50.5,4.5,12.35,0.8,12.28,0.9,25.309,1.2,1.108,5.5,37.5,0.0,37.5,0.0,3.7,3.8
gor:Yorkshire and The Humber,E12000003,479.1,1.0,454.4,0.8,438.4,0.9,60.2,4.8,11.98,1.0,11.90,0.9,24.973,1.5,1.130,6.8,37.5,0.3,37.5,0.0,4.5,5.6
gor:East Midlands,E12000004,483.0,0.9,462.9,0.9,448.2,1.0,56.3,5.4,12.13,1.0,12.01,1.1,25.379,1.3,1.097,5.5,37.5,0.3,37.5,0.0,4.1,5.6
gor:West Midlands,E12000005,483.0,0.8,467.4,1.0,450.2,1.0,54.2,4.0,12.24,0.9,12.16,0.9,25.355,1.4,1.000,6.8,37.5,0.2,37.5,0.0,4.0,5.0
gor:East,E12000006,543.5,0.9,522.0,0.9,507.9,1.0,59.4,4.8,13.77,1.1,13.69,1.0,28.369,1.3,1.483,5.1,37.5,0.3,37.5,0.0,4.0,5.0
gor:London,E12000007,613.3,0.6,600.9,0.7,591.3,0.7,50.5,5.8,16.08,0.8,16.05,0.8,32.750,1.1,2.000,5.1,37.5,0.0,37.5,0.0,3.6,5.0
gor:South East,E12000008,557.6,0.7,539.2,0.6,525.4,0.8,51.9,4.6,14.36,0.6,14.28,0.7,29.650,1.0,1.663,6.1,37.5,0.2,37.5,0.0,3.7,4.1
gor:South West,E12000009,485.1,0.8,469.6,1.0,456.4,0.8,51.5,4.9,12.29,1.0,12.22,1.0,25.630,1.3,1.191,5.1,37.5,0.3,37.5,0.0,3.7,4.6
gor:Wales,W92000004,475.3,1.2,454.9,1.3,435.9,1.3,53.9,6.6,12.04,1.4,11.98,1.4,24.427,1.5,1.038,6.0,37.5,0.0,37.5,0.0,3.8,7.7
gor:Scotland,S92000003,507.9,1.0,483.5,1.0,469.5,0.9,60.4,4.6,13.00,0.8,12.85,0.8,26.444,1.3,1.200,5.4,37.5,0.0,37.4,0.1,4.0,4.2
gor:Northern Ireland,N92000002,464.4,1.5,443.2,1.7,429.5,1.3,61.0,6.7,11.56,1.5,11.46,1.3,23.999,2.3,,,37.7,0.6,37.5,0.2,4.4,7.0
